Customer ID,Name,Age,Gender,Address,Email,Phone Number,Account Type,Account Balance,Registration Date
24b6ef4a-6310-40de-b589-60d4b75f68e5,Mark Montgomery,47,Female,"52662 Olsen Keys Apt. 350
New Lauren, KS 90632",sanchezkyle@hotmail.com,190-175-3164x84539,Checking,9391.74,3/19/2024
a0ae8e10-73eb-4bfe-8187-5760c4a243e6,Jason King,84,Male,"13849 Romero Stream
Jacquelinechester, ND 31821",elewis@hotmail.com,001-985-792-0564,Checking,8395.59,6/19/2021
56c99350-9f0f-4cfc-8f8a-379b0c7848df,Steven Whitaker,86,Female,"3801 Brianna Ways
Thomasmouth, KY 06857",simmonschristopher@johnston.info,(245)011-5138,Savings,35086.3,6/25/2020
31398298-f9c6-40c2-8c56-9a9717c46b65,Terri Lucero,59,Male,"026 Norman Villages Suite 475
South Christopher, MN 22190",mbeltran@gmail.com,432.911.9239x197,Checking,93745.8,5/17/2024
282692f2-6693-4f4d-9beb-50239666f9fc,Jeremy Mason,25,Female,"9115 Lee Route Apt. 784
Sanchezmouth, DC 07910",carrie14@gmail.com,001-148-679-2508x961,Checking,3484.77,5/29/2021
8e559d23-90e1-43b8-81fd-7daa1d27ca05,Amanda Blair,54,Female,"PSC 6661, Box 1017
APO AP 16604",pswanson@bowen-larson.com,001-370-735-8400,Checking,78892.7,8/1/2020
3f84331b-704d-4b3e-894b-05761c7b9a62,Tammy Wall,26,Male,"246 Hines Parkways
West Stephaniefurt, KS 05722",wandamatthews@wood.org,(882)430-7775,Savings,89677.52,4/5/2024
f04b46db-76e7-41c0-a6ec-96273879eb86,Michelle Fisher,21,Female,"177 Washington Row Suite 346
New Alanhaven, PA 71107",vwilliams@hotmail.com,+1-404-737-9290x752,Savings,15940.3,2/19/2024
5e1c3447-d06e-4267-a746-8734385bce7c,Wesley Myers,80,Male,"769 Woods Way Suite 891
Wilcoxfurt, MN 95945",jasminvillanueva@yahoo.com,9224123071,Checking,86197.45,4/21/2024
30de2df7-926b-40d0-a383-6f50dc263e29,Adam Hardy,76,Female,"081 Jennifer Extension
South Alexisstad, TX 70431",perrymelissa@spencer.org,977.863.0951x93795,Checking,18418.53,1/6/2023
